repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,temprorary,func
arviz,https://github.com/arviz-devs/arviz/tree/master/arviz/stats/stats.py,,summary$1033,"decimals = {col: 3 if col not in {'ess_bulk', 'ess_tail', 'r_hat'} else 2 if col == 'r_hat' else 0 for col in summary_df.columns}","decimals = {col: 3 if col not in {'ess_bulk', 'ess_tail', 'r_hat'} else 2 if col == 'r_hat' else 0 for col in summary_df.columns}","decimals = {col: 3 if col not in {'ess_bulk', 'ess_tail', 'r_hat'} else 2 if col == 'r_hat' else 0 for col in summary_df.columns}","decimals = dict()
for col in summary_df.columns:
    decimals[col] = 3 if col not in {'ess_bulk', 'ess_tail', 'r_hat'} else 2 if col == 'r_hat' else 0
",0,0,0,0
LASER,https://github.com/facebookresearch/LASER/tree/master/tasks/CCMatrix/dl_cc_matrix.py,,get_documents$106,return {d['digest']: d['raw_content'] for d in CCSegmentsReader([segment])},return {d['digest']: d['raw_content'] for d in CCSegmentsReader([segment])},return {d['digest']: d['raw_content'] for d in CCSegmentsReader([segment])},"tmp_DictComp0 = dict()
for d in CCSegmentsReader([segment]):
    tmp_DictComp0[d['digest']] = d['raw_content']
return tmp_DictComp0",1,0,1,0
CenterNet2,https://github.com/xingyizhou/CenterNet2/tree/master/tools/plain_train_net.py,,do_train$119,"loss_dict_reduced = {k: v.item() for (k, v) in comm.reduce_dict(loss_dict).items()}","loss_dict_reduced = {k: v.item() for (k, v) in comm.reduce_dict(loss_dict).items()}","loss_dict_reduced = {k: v.item() for (k, v) in comm.reduce_dict(loss_dict).items()}","loss_dict_reduced = dict()
for (k, v) in comm.reduce_dict(loss_dict).items():
    loss_dict_reduced[k] = v.item()
",0,0,0,0
nltk,https://github.com/nltk/nltk/tree/master/nltk/inference/discourse.py,DiscourseTester,add_sentence$212,"self._sentences = {'s%s' % i: sent for (i, sent) in enumerate(self._input)}","self._sentences = {'s%s' % i: sent for (i, sent) in enumerate(self._input)}","self._sentences = {'s%s' % i: sent for (i, sent) in enumerate(self._input)}","tmp_DictComp0 = dict()
for (i, sent) in enumerate(self._input):
    tmp_DictComp0['s%s' % i] = sent
self._sentences = tmp_DictComp0",1,0,1,0
lingvo,https://github.com/tensorflow/lingvo/tree/master/lingvo/executor.py,ExecutorTpu,__init__$168,"tf.logging.info('ps_params_dict=%s', {k: v.ToText() for (k, v) in ps_params_dict.items()})","tf.logging.info('ps_params_dict=%s', {k: v.ToText() for (k, v) in ps_params_dict.items()})","tf.logging.info('ps_params_dict=%s', {k: v.ToText() for (k, v) in ps_params_dict.items()})","tmp_DictComp0 = dict()
for (k, v) in ps_params_dict.items():
    tmp_DictComp0[k] = v.ToText()
tf.logging.info('ps_params_dict=%s', tmp_DictComp0)",1,0,1,0
edx-platform,https://github.com/edx/edx-platform/tree/master/lms/djangoapps/courseware/tests/test_video_mongo.py,VideoBlockTest,test_export_val_transcripts_backward_compatibility$1703,"expected_transcripts = {language: '{edx_video_id}-{language}.srt'.format(edx_video_id=self.descriptor.edx_video_id, language=language) for language in languages}","expected_transcripts = {language: '{edx_video_id}-{language}.srt'.format(edx_video_id=self.descriptor.edx_video_id, language=language) for language in languages}","expected_transcripts = {language: '{edx_video_id}-{language}.srt'.format(edx_video_id=self.descriptor.edx_video_id, language=language) for language in languages}","expected_transcripts = dict()
for language in languages:
    expected_transcripts[language] = '{edx_video_id}-{language}.srt'.format(edx_video_id=self.descriptor.edx_video_id, language=language)
",0,0,0,0
security_monkey,https://github.com/Netflix/security_monkey/tree/master/security_monkey/watcher.py,Watcher,find_modified$313,prev_map = {item.location(): item for item in previous},prev_map = {item.location(): item for item in previous},prev_map = {item.location(): item for item in previous},"prev_map = dict()
for item in previous:
    prev_map[item.location()] = item
",0,0,0,0
python-sdk,https://github.com/qiniu/python-sdk/tree/master/test/unit/test_discovery_v1.py,TestGetCollection,test_get_collection_value_error$2006,"req_copy = {key: val if key is not param else None for (key, val) in req_param_dict.items()}","req_copy = {key: val if key is not param else None for (key, val) in req_param_dict.items()}","req_copy = {key: val if key is not param else None for (key, val) in req_param_dict.items()}","req_copy = dict()
for (key, val) in req_param_dict.items():
    req_copy[key] = val if key is not param else None
",0,0,0,0
django-cachalot,https://github.com/noripyt/django-cachalot/tree/master/cachalot/utils.py,,_invalidate_tables$246,"cache.set_many({get_table_cache_key(db_alias, t): now for t in tables}, cachalot_settings.CACHALOT_TIMEOUT)","cache.set_many({get_table_cache_key(db_alias, t): now for t in tables}, cachalot_settings.CACHALOT_TIMEOUT)","cache.set_many({get_table_cache_key(db_alias, t): now for t in tables}, cachalot_settings.CACHALOT_TIMEOUT)","tmp_DictComp0 = dict()
for t in tables:
    tmp_DictComp0[get_table_cache_key(db_alias, t)] = now
cache.set_many(tmp_DictComp0, cachalot_settings.CACHALOT_TIMEOUT)",1,0,1,0
scikit-bio,https://github.com/biocore/scikit-bio/tree/master/skbio/io/format/embl.py,,_serialize_id$958,"kwargs = {k: '' if v is None else v for (k, v) in obj.items()}","kwargs = {k: '' if v is None else v for (k, v) in obj.items()}","kwargs = {k: '' if v is None else v for (k, v) in obj.items()}","kwargs = dict()
for (k, v) in obj.items():
    kwargs[k] = '' if v is None else v
",0,0,0,0
erpnext,https://github.com/frappe/erpnext/tree/master/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,,get_mode_of_payments_info$2478,return {row.get('mop'): row for row in data},return {row.get('mop'): row for row in data},return {row.get('mop'): row for row in data},"tmp_DictComp0 = dict()
for row in data:
    tmp_DictComp0[row.get('mop')] = row
return tmp_DictComp0",1,0,1,0
trinity,https://github.com/ethereum/trinity/tree/master/p2p/multiplexer.py,Multiplexer,__init__$128,self._protocol_queues = {type(protocol): asyncio.Queue(max_queue_size) for protocol in self.get_protocols()},self._protocol_queues = {type(protocol): asyncio.Queue(max_queue_size) for protocol in self.get_protocols()},self._protocol_queues = {type(protocol): asyncio.Queue(max_queue_size) for protocol in self.get_protocols()},"tmp_DictComp0 = dict()
for protocol in self.get_protocols():
    tmp_DictComp0[type(protocol)] = asyncio.Queue(max_queue_size)
self._protocol_queues = tmp_DictComp0",1,0,1,0
msticpy,https://github.com/microsoft/msticpy/tree/master/msticpy/config/mp_config_control.py,MpConfigControls,_yml_extract_type$354,"val_params = {key: True if val == 'True' else False if val == 'False' else val for (key, val) in val_params.items()}","val_params = {key: True if val == 'True' else False if val == 'False' else val for (key, val) in val_params.items()}","val_params = {key: True if val == 'True' else False if val == 'False' else val for (key, val) in val_params.items()}","tmp_DictComp0 = dict()
for (key, val) in val_params.items():
    tmp_DictComp0[key] = True if val == 'True' else False if val == 'False' else val
val_params = tmp_DictComp0",1,0,1,0
SMARTS,https://github.com/huawei-noah/SMARTS/tree/master/ultra/ultra/env/ultra_env.py,UltraEnv,reset$129,"observations = {agent_id: self._agent_specs[agent_id].observation_adapter(obs) for (agent_id, obs) in observations.items()}","observations = {agent_id: self._agent_specs[agent_id].observation_adapter(obs) for (agent_id, obs) in observations.items()}","observations = {agent_id: self._agent_specs[agent_id].observation_adapter(obs) for (agent_id, obs) in observations.items()}","tmp_DictComp0 = dict()
for (agent_id, obs) in observations.items():
    tmp_DictComp0[agent_id] = self._agent_specs[agent_id].observation_adapter(obs)
observations = tmp_DictComp0",1,0,1,0
numpyro,https://github.com/pyro-ppl/numpyro/tree/master/test/test_handlers.py,,test_subsample_gradient$401,"actual_grads = {name: grad / normalizer for (name, grad) in grads.items()}","actual_grads = {name: grad / normalizer for (name, grad) in grads.items()}","actual_grads = {name: grad / normalizer for (name, grad) in grads.items()}","actual_grads = dict()
for (name, grad) in grads.items():
    actual_grads[name] = grad / normalizer
",0,0,0,0
DIG,https://github.com/divelab/DIG/tree/master/dig/xgraph/method/pgexplainer.py,PlotUtils,plot_sentence$251,"pos_coalition = {k: v for (k, v) in pos.items() if k in nodelist}","pos_coalition = {k: v for (k, v) in pos.items() if k in nodelist}","pos_coalition = {k: v for (k, v) in pos.items() if k in nodelist}","pos_coalition = dict()
for (k, v) in pos.items():
    if k in nodelist:
        pos_coalition[k] = v
",0,0,0,0
electrum,https://github.com/spesmilo/electrum/tree/master/electrum/wallet_db.py,WalletDB,_convert_version_35$732,"requests_new = {k: item for (k, item) in requests_old.items() if not (item['type'] == PR_TYPE_ONCHAIN and item['outputs'] is None)}","requests_new = {k: item for (k, item) in requests_old.items() if not (item['type'] == PR_TYPE_ONCHAIN and item['outputs'] is None)}","requests_new = {k: item for (k, item) in requests_old.items() if not (item['type'] == PR_TYPE_ONCHAIN and item['outputs'] is None)}","requests_new = dict()
for (k, item) in requests_old.items():
    if not (item['type'] == PR_TYPE_ONCHAIN and item['outputs'] is None):
        requests_new[k] = item
",0,0,0,0
pgmpy,https://github.com/pgmpy/pgmpy/tree/master/pgmpy/factors/discrete/DiscreteFactor.py,DiscreteFactor,get_cardinality$127,return {var: self.cardinality[self.variables.index(var)] for var in variables},return {var: self.cardinality[self.variables.index(var)] for var in variables},return {var: self.cardinality[self.variables.index(var)] for var in variables},"tmp_DictComp0 = dict()
for var in variables:
    tmp_DictComp0[var] = self.cardinality[self.variables.index(var)]
return tmp_DictComp0",1,0,1,0
cloud-custodian,https://github.com/cloud-custodian/cloud-custodian/tree/master/tests/test_rds.py,RDSTest,test_rds_tag_and_remove$143,tag_map = {t['Key']: t['Value'] for t in tags['TagList']},tag_map = {t['Key']: t['Value'] for t in tags['TagList']},tag_map = {t['Key']: t['Value'] for t in tags['TagList']},"tag_map = dict()
for t in tags['TagList']:
    tag_map[t['Key']] = t['Value']
",0,0,0,0
tapas,https://github.com/google-research/tapas/tree/master/tapas/utils/hybridqa_utils.py,,convert$430,"tables = {key: parse_table(json_map, descriptions[key]) for (key, json_map) in read_json_directory(table_dir).items()}","tables = {key: parse_table(json_map, descriptions[key]) for (key, json_map) in read_json_directory(table_dir).items()}","tables = {key: parse_table(json_map, descriptions[key]) for (key, json_map) in read_json_directory(table_dir).items()}","tables = dict()
for (key, json_map) in read_json_directory(table_dir).items():
    tables[key] = parse_table(json_map, descriptions[key])
",0,0,0,0
astropy,https://github.com/astropy/astropy/tree/master/astropy/nddata/bitmask.py,BitFlagNameMeta,__new__$83,"members = {k: v if k.startswith('_') else BitFlag(v) for (k, v) in members.items()}","members = {k: v if k.startswith('_') else BitFlag(v) for (k, v) in members.items()}","members = {k: v if k.startswith('_') else BitFlag(v) for (k, v) in members.items()}","tmp_DictComp0 = dict()
for (k, v) in members.items():
    tmp_DictComp0[k] = v if k.startswith('_') else BitFlag(v)
members = tmp_DictComp0",1,0,1,0
texar-pytorch,https://github.com/asyml/texar-pytorch/tree/master/texar/torch/data/tokenizers/tokenizer_base.py,TokenizerBase,add_tokens$258,"added_tok_decoder = {v: k for (k, v) in added_tok_encoder.items()}","added_tok_decoder = {v: k for (k, v) in added_tok_encoder.items()}","added_tok_decoder = {v: k for (k, v) in added_tok_encoder.items()}","added_tok_decoder = dict()
for (k, v) in added_tok_encoder.items():
    added_tok_decoder[v] = k
",0,0,0,0
projects,https://github.com/explosion/projects/tree/master/tutorials/textcat_goemotions/scripts/convert_corpus.py,,convert_record$25,doc.cats = {category: 0 for category in categories},doc.cats = {category: 0 for category in categories},doc.cats = {category: 0 for category in categories},"doc.cats = dict()
for category in categories:
    doc.cats[category] = 0
",0,0,0,0
mvt,https://github.com/mvt-project/mvt/tree/master/mvt/ios/modules/net_base.py,NetBase,find_deleted$178,results_by_proc = {proc['proc_id']: proc for proc in self.results if proc['proc_id']},results_by_proc = {proc['proc_id']: proc for proc in self.results if proc['proc_id']},results_by_proc = {proc['proc_id']: proc for proc in self.results if proc['proc_id']},"results_by_proc = dict()
for proc in self.results:
    if proc['proc_id']:
        results_by_proc[proc['proc_id']] = proc
",0,0,0,0
oppia,https://github.com/oppia/oppia/tree/master/core/controllers/base.py,BaseHandler,validate_and_normalize_args$370,normalized_payload = {arg: normalized_arg_values.get(arg) for arg in payload_arg_keys},normalized_payload = {arg: normalized_arg_values.get(arg) for arg in payload_arg_keys},normalized_payload = {arg: normalized_arg_values.get(arg) for arg in payload_arg_keys},"normalized_payload = dict()
for arg in payload_arg_keys:
    normalized_payload[arg] = normalized_arg_values.get(arg)
",0,0,0,0
fklearn,https://github.com/nubank/fklearn/tree/master/src/fklearn/training/transformation.py,,value_mapper$367,return {key: old_col_value_map[key] if key in old_keys else key for key in new_keys},return {key: old_col_value_map[key] if key in old_keys else key for key in new_keys},return {key: old_col_value_map[key] if key in old_keys else key for key in new_keys},"tmp_DictComp0 = dict()
for key in new_keys:
    tmp_DictComp0[key] = old_col_value_map[key] if key in old_keys else key
return tmp_DictComp0",1,0,1,0
pyro,https://github.com/pyro-ppl/pyro/tree/master/pyro/infer/mcmc/api.py,StreamingMCMC,run$708,"self._statistics.update({(chain_id, name): transformed_sample for (name, transformed_sample) in z_acc.items()})","self._statistics.update({(chain_id, name): transformed_sample for (name, transformed_sample) in z_acc.items()})","self._statistics.update({(chain_id, name): transformed_sample for (name, transformed_sample) in z_acc.items()})","tmp_DictComp0 = dict()
for (name, transformed_sample) in z_acc.items():
    tmp_DictComp0[chain_id, name] = transformed_sample
self._statistics.update(tmp_DictComp0)",1,0,1,0
mario,https://github.com/python-mario/mario/tree/master/src/mario/cli.py,,run$172,mapped_stage_params = {remap.old.lstrip('-'): cli_params[remap.new.lstrip('-')] for remap in stage.remap_params},mapped_stage_params = {remap.old.lstrip('-'): cli_params[remap.new.lstrip('-')] for remap in stage.remap_params},mapped_stage_params = {remap.old.lstrip('-'): cli_params[remap.new.lstrip('-')] for remap in stage.remap_params},"mapped_stage_params = dict()
for remap in stage.remap_params:
    mapped_stage_params[remap.old.lstrip('-')] = cli_params[remap.new.lstrip('-')]
",0,0,0,0
tvm,https://github.com/apache/tvm/tree/master/tests/python/contrib/test_ethosu/test_legalize.py,,test_tflite_concat_legalize$1559,"(relay_module, _) = relay.frontend.from_tflite(tflite_model, shape_dict={'ifm' + str(i): shape for (i, shape) in enumerate(shapes)}, dtype_dict={'ifm' + str(i): 'int8' for (i, _) in enumerate(shapes)})","shape_dict={'ifm' + str(i): shape for (i, shape) in enumerate(shapes)}","shape_dict={'ifm' + str(i): shape for (i, shape) in enumerate(shapes)}","tmp_DictComp0 = dict()
for (i, shape) in enumerate(shapes):
    tmp_DictComp0['ifm' + str(i)] = shape
(relay_module, _) = relay.frontend.from_tflite(tflite_model, shape_dict=tmp_DictComp0, dtype_dict={'ifm' + str(i): 'int8' for (i, _) in enumerate(shapes)})",1,0,1,0
catalyst,https://github.com/scrtlabs/catalyst/tree/master/examples/catalyst_rl/misc.py,,structed2dict$22,array = {key: array[key] for key in array.dtype.fields.keys()},array = {key: array[key] for key in array.dtype.fields.keys()},array = {key: array[key] for key in array.dtype.fields.keys()},"tmp_DictComp0 = dict()
for key in array.dtype.fields.keys():
    tmp_DictComp0[key] = array[key]
array = tmp_DictComp0",1,0,1,0
