repo_name,file_html,cl,me,stmt_code,parent_code,code,complicate_code,temporary_flag,create_fun_flag,tempor,func
espresso,https://github.com/freewym/espresso/tree/master/fairseq/utils.py,,apply_to_sample$79,return {_apply(x) for x in x},return {_apply(x) for x in x},return {_apply(x) for x in x},"tmp_SetComp0 = set()
for x in x:
    tmp_SetComp0.add(_apply(x))
return tmp_SetComp0",1,0,1,0
azure-cli,https://github.com/Azure/azure-cli/tree/master/src/azure-cli/azure/cli/command_modules/appservice/static_sites.py,,remove_identity$217,existing_identities = {x.lower() for x in list((staticsite.identity.user_assigned_identities or {}).keys())},existing_identities = {x.lower() for x in list((staticsite.identity.user_assigned_identities or {}).keys())},existing_identities = {x.lower() for x in list((staticsite.identity.user_assigned_identities or {}).keys())},"existing_identities = set()
for x in list((staticsite.identity.user_assigned_identities or {}).keys()):
    existing_identities.add(x.lower())
",0,0,0,0
indico,https://github.com/indico/indico/tree/master/bin/maintenance/build-wheel.py,,git_is_clean_indico$109,"toplevel = list({x.split('.')[0] for x in find_packages(include=('indico', 'indico.*'))})","list({x.split('.')[0] for x in find_packages(include=('indico', 'indico.*'))})","list({x.split('.')[0] for x in find_packages(include=('indico', 'indico.*'))})","tmp_SetComp0 = set()
for x in find_packages(include=('indico', 'indico.*')):
    tmp_SetComp0.add(x.split('.')[0])
toplevel = list(tmp_SetComp0)",1,0,1,0
sympy,https://github.com/sympy/sympy/tree/master/sympy/simplify/trigsimp.py,,trigsimp_groebner$27,"newgens.extend({fn(v * x) for (fn, v) in terms})","newgens.extend({fn(v * x) for (fn, v) in terms})","newgens.extend({fn(v * x) for (fn, v) in terms})","tmp_SetComp0 = set()
for (fn, v) in terms:
    tmp_SetComp0.add(fn(v * x))
newgens.extend(tmp_SetComp0)",1,0,1,0
sentry,https://github.com/getsentry/sentry/tree/master/src/sentry/release_health/metrics.py,MetricsReleaseHealthBackend,_get_org_id$176,org_ids: Set[int] = {project.organization_id for project in projects},org_ids: Set[int] = {project.organization_id for project in projects},org_ids: Set[int] = {project.organization_id for project in projects},"org_ids = set()
for project in projects:
    org_ids.add(project.organization_id)
",0,0,0,0
xonsh,https://github.com/xonsh/xonsh/tree/master/xonsh/completers/commands.py,,complete_command$23,"out |= {os.path.join(base, i) for i in xt.executables_in(base) if i.startswith(cmd)}","out |= {os.path.join(base, i) for i in xt.executables_in(base) if i.startswith(cmd)}","out |= {os.path.join(base, i) for i in xt.executables_in(base) if i.startswith(cmd)}","tmp_SetComp0 = set()
for i in xt.executables_in(base):
    if i.startswith(cmd):
        tmp_SetComp0.add(os.path.join(base, i))
out |= tmp_SetComp0",1,0,1,0
prefect,https://github.com/PrefectHQ/prefect/tree/master//versioneer.py,,git_versions_from_keywords$1077,"tags = {r for r in refs if re.search('\\d', r)}","tags = {r for r in refs if re.search('\\d', r)}","tags = {r for r in refs if re.search('\\d', r)}","tags = set()
for r in refs:
    if re.search('\\d', r):
        tags.add(r)
",0,0,0,0
oncall,https://github.com/linkedin/oncall/tree/master/e2e/test_notification.py,,test_notify_on_swap$160,"assert {n['user'] for n in notifications} == {user_name, user_name_2}","{n['user'] for n in notifications} == {user_name, user_name_2}","{n['user'] for n in notifications} == {user_name, user_name_2}","tmp_SetComp0 = set()
for n in notifications:
    tmp_SetComp0.add(n['user'])
assert tmp_SetComp0 == {user_name, user_name_2}",1,0,1,0
factory_boy,https://github.com/FactoryBoy/factory_boy/tree/master/tests/test_base.py,FactoryTestCase,test_inheritance_with_sequence$263,"ones = {x.one for x in (parent, alt_parent, sub, alt_sub)}","ones = {x.one for x in (parent, alt_parent, sub, alt_sub)}","ones = {x.one for x in (parent, alt_parent, sub, alt_sub)}","ones = set()
for x in (parent, alt_parent, sub, alt_sub):
    ones.add(x.one)
",0,0,0,0
R-Drop,https://github.com/dropreg/R-Drop/tree/master/fairseq_src/fairseq/data/multilingual/multilingual_data_manager.py,MultilingualDatasetManager,__init__$60,self.tgt_langs = {p.split('-')[1] for p in args.lang_pairs + self.extra_lang_pairs},self.tgt_langs = {p.split('-')[1] for p in args.lang_pairs + self.extra_lang_pairs},self.tgt_langs = {p.split('-')[1] for p in args.lang_pairs + self.extra_lang_pairs},"tmp_SetComp0 = set()
for p in args.lang_pairs + self.extra_lang_pairs:
    tmp_SetComp0.add(p.split('-')[1])
self.tgt_langs = tmp_SetComp0",1,0,1,0
suzieq,https://github.com/netenglabs/suzieq/tree/master/suzieq/engines/pandas/bgp.py,BgpObj,summarize$94,{self.ns[i].update({'activeAfiSafiCnt': afi_safi_count[i]}) for i in self.ns.keys()},{self.ns[i].update({'activeAfiSafiCnt': afi_safi_count[i]}) for i in self.ns.keys()},{self.ns[i].update({'activeAfiSafiCnt': afi_safi_count[i]}) for i in self.ns.keys()},"tmp_SetComp0 = set()
for i in self.ns.keys():
    tmp_SetComp0.add(self.ns[i].update({'activeAfiSafiCnt': afi_safi_count[i]}))
tmp_SetComp0",1,0,1,0
pip-tools,https://github.com/jazzband/pip-tools/tree/master/piptools/resolver.py,Resolver,_resolve_one_round$288,removed = {RequirementSummary(t) for t in self.their_constraints} - {RequirementSummary(t) for t in theirs},{RequirementSummary(t) for t in self.their_constraints} - {RequirementSummary(t) for t in theirs},{RequirementSummary(t) for t in self.their_constraints} - {RequirementSummary(t) for t in theirs},"def my_comprehension_func(RequirementSummary):
    tmp_SetComp0 = []
    for t in self.their_constraints:
        tmp_SetComp0.add(RequirementSummary(t))
    return tmp_SetComp0
removed = my_comprehension_func(RequirementSummary) - {RequirementSummary(t) for t in theirs}",1,1,1,0
moto,https://github.com/spulec/moto/tree/master/tests/test_ssm/test_ssm_boto3.py,,test_get_parameters_by_path$67,{p['LastModifiedDate'].should.be.a(datetime.datetime) for p in response['Parameters']},{p['LastModifiedDate'].should.be.a(datetime.datetime) for p in response['Parameters']},{p['LastModifiedDate'].should.be.a(datetime.datetime) for p in response['Parameters']},"tmp_SetComp0 = set()
for p in response['Parameters']:
    tmp_SetComp0.add(p['LastModifiedDate'].should.be.a(datetime.datetime))
tmp_SetComp0",1,0,1,0
plover,https://github.com/openstenoproject/plover/tree/master/plover/machine/keyboard.py,Keyboard,_key_up$114,steno_keys = {self._bindings.get(k) for k in self._stroke_keys},steno_keys = {self._bindings.get(k) for k in self._stroke_keys},steno_keys = {self._bindings.get(k) for k in self._stroke_keys},"steno_keys = set()
for k in self._stroke_keys:
    steno_keys.add(self._bindings.get(k))
",0,0,0,0
networkx,https://github.com/networkx/networkx/tree/master/networkx/algorithms/community/label_propagation.py,,_most_frequent_labels$172,"return {label for (label, freq) in freqs.items() if freq == max_freq}","return {label for (label, freq) in freqs.items() if freq == max_freq}","return {label for (label, freq) in freqs.items() if freq == max_freq}","tmp_SetComp0 = set()
for (label, freq) in freqs.items():
    if freq == max_freq:
        tmp_SetComp0.add(label)
return tmp_SetComp0",1,0,1,0
indico,https://github.com/indico/indico/tree/master/indico/modules/events/editing/clone.py,EditingSettingsCloner,_clone_review_conditions$53,new_filetypes = {self._filetype_map[ft] for ft in condition.file_types},new_filetypes = {self._filetype_map[ft] for ft in condition.file_types},new_filetypes = {self._filetype_map[ft] for ft in condition.file_types},"new_filetypes = set()
for ft in condition.file_types:
    new_filetypes.add(self._filetype_map[ft])
",0,0,0,0
habitat-lab,https://github.com/facebookresearch/habitat-lab/tree/master/test/test_mp3d_eqa.py,,test_dataset_splitting$105,"split1_episodes = {(ep.scene_id, ep.episode_id) for ep in split1_dataset.episodes}","split1_episodes = {(ep.scene_id, ep.episode_id) for ep in split1_dataset.episodes}","split1_episodes = {(ep.scene_id, ep.episode_id) for ep in split1_dataset.episodes}","split1_episodes = set()
for ep in split1_dataset.episodes:
    split1_episodes.add((ep.scene_id, ep.episode_id))
",0,0,0,0
PythonProgrammingPuzzles,https://github.com/microsoft/PythonProgrammingPuzzles/tree/master/generators/study.py,Study_19,sat$243,"return {i + j for i in li for j in li} == {0, 1, 2, 3, 4, 5, 6, 17, 18, 19, 20, 34}","{i + j for i in li for j in li} == {0, 1, 2, 3, 4, 5, 6, 17, 18, 19, 20, 34}","{i + j for i in li for j in li} == {0, 1, 2, 3, 4, 5, 6, 17, 18, 19, 20, 34}","tmp_SetComp0 = set()
for i in li:
    for j in li:
        tmp_SetComp0.add(i + j)
return tmp_SetComp0 == {0, 1, 2, 3, 4, 5, 6, 17, 18, 19, 20, 34}",1,0,1,0
sentry,https://github.com/getsentry/sentry/tree/master/tests/sentry/tasks/test_queues_registered.py,CeleryQueueRegisteredTest,test$8,queue_names = {q.name for q in settings.CELERY_QUEUES},queue_names = {q.name for q in settings.CELERY_QUEUES},queue_names = {q.name for q in settings.CELERY_QUEUES},"queue_names = set()
for q in settings.CELERY_QUEUES:
    queue_names.add(q.name)
",0,0,0,0
pysc2,https://github.com/deepmind/pysc2/tree/master/pysc2/lib/static_data.py,StaticData,__init__$20,self._general_abilities = {a.remaps_to_ability_id for a in data.abilities if a.remaps_to_ability_id},self._general_abilities = {a.remaps_to_ability_id for a in data.abilities if a.remaps_to_ability_id},self._general_abilities = {a.remaps_to_ability_id for a in data.abilities if a.remaps_to_ability_id},"self._general_abilities = set()
for a in data.abilities:
    if a.remaps_to_ability_id:
        self._general_abilities.add(a.remaps_to_ability_id)
",0,0,0,0
checkmk,https://github.com/tribe29/checkmk/tree/master/tests/testlib/compare_html.py,,compare_soup$53,set1 = {x for x in subber(d1).split(' ') if x},set1 = {x for x in subber(d1).split(' ') if x},set1 = {x for x in subber(d1).split(' ') if x},"set1 = set()
for x in subber(d1).split(' '):
    if x:
        set1.add(x)
",0,0,0,0
detect-secrets,https://github.com/Yelp/detect-secrets/tree/master/detect_secrets/core/usage/plugins.py,,valid_plugin_name$89,valid_plugin_names = {item.__name__ for item in get_mapping_from_secret_type_to_class().values()},valid_plugin_names = {item.__name__ for item in get_mapping_from_secret_type_to_class().values()},valid_plugin_names = {item.__name__ for item in get_mapping_from_secret_type_to_class().values()},"valid_plugin_names = set()
for item in get_mapping_from_secret_type_to_class().values():
    valid_plugin_names.add(item.__name__)
",0,0,0,0
ekphrasis,https://github.com/cbaziotis/ekphrasis/tree/master/ekphrasis/classes/exmanager.py,ExManager,print_expressions$18,"{print(k.lower(), ':', self.expressions[k]) for (k, v) in sorted(self.expressions.items())}","{print(k.lower(), ':', self.expressions[k]) for (k, v) in sorted(self.expressions.items())}","{print(k.lower(), ':', self.expressions[k]) for (k, v) in sorted(self.expressions.items())}","tmp_SetComp0 = set()
for (k, v) in sorted(self.expressions.items()):
    tmp_SetComp0.add(print(k.lower(), ':', self.expressions[k]))
tmp_SetComp0",1,0,1,0
py2neo,https://github.com/py2neo-org/py2neo/tree/master/test/integration/test_node_matcher.py,,test_tuple_property_value$269,found_names = {actor['name'] for actor in found},found_names = {actor['name'] for actor in found},found_names = {actor['name'] for actor in found},"found_names = set()
for actor in found:
    found_names.add(actor['name'])
",0,0,0,0
dfdc_deepfake_challenge,https://github.com/selimsef/dfdc_deepfake_challenge/tree/master/preprocessing/generate_folds.py,,main$58,"holdoutset = {k for (k, v) in video_fold.items() if v == fold}","holdoutset = {k for (k, v) in video_fold.items() if v == fold}","holdoutset = {k for (k, v) in video_fold.items() if v == fold}","holdoutset = set()
for (k, v) in video_fold.items():
    if v == fold:
        holdoutset.add(k)
",0,0,0,0
angr,https://github.com/angr/angr/tree/master/angr/storage/memory_mixins/paged_memory/pages/mv_list_page.py,MVListPage,changed_bytes$247,"self_bytes = {mo.bytes_at(page_addr + c, 1) for mo in self.content_gen(c)}","self_bytes = {mo.bytes_at(page_addr + c, 1) for mo in self.content_gen(c)}","self_bytes = {mo.bytes_at(page_addr + c, 1) for mo in self.content_gen(c)}","self_bytes = set()
for mo in self.content_gen(c):
    self_bytes.add(mo.bytes_at(page_addr + c, 1))
",0,0,0,0
networkx,https://github.com/networkx/networkx/tree/master/networkx/algorithms/isomorphism/ismags.py,ISMAGS,_map_nodes$804,gn2_options = {n for e in g_edges for n in e if gn in e},gn2_options = {n for e in g_edges for n in e if gn in e},gn2_options = {n for e in g_edges for n in e if gn in e},"gn2_options = set()
for e in g_edges:
    for n in e:
        if gn in e:
            gn2_options.add(n)
",0,0,0,0
salt,https://github.com/saltstack/salt/tree/master/salt/netapi/rest_cherrypy/app.py,Login,POST$1792,eauth_groups = {i.rstrip('%') for i in eauth.keys() if i.endswith('%')},eauth_groups = {i.rstrip('%') for i in eauth.keys() if i.endswith('%')},eauth_groups = {i.rstrip('%') for i in eauth.keys() if i.endswith('%')},"eauth_groups = set()
for i in eauth.keys():
    if i.endswith('%'):
        eauth_groups.add(i.rstrip('%'))
",0,0,0,0
suzieq,https://github.com/netenglabs/suzieq/tree/master/suzieq/engines/pandas/routes.py,RoutesObj,summarize$114,{self.ns[i[0]].update({'deviceWithNoDefRoute': device_with_defrt_per_vrfns[i] == devices_per_vrfns[i]}) for i in device_with_defrt_per_vrfns.keys() if i[0] in self.ns.keys()},{self.ns[i[0]].update({'deviceWithNoDefRoute': device_with_defrt_per_vrfns[i] == devices_per_vrfns[i]}) for i in device_with_defrt_per_vrfns.keys() if i[0] in self.ns.keys()},{self.ns[i[0]].update({'deviceWithNoDefRoute': device_with_defrt_per_vrfns[i] == devices_per_vrfns[i]}) for i in device_with_defrt_per_vrfns.keys() if i[0] in self.ns.keys()},"tmp_SetComp0 = set()
for i in device_with_defrt_per_vrfns.keys():
    if i[0] in self.ns.keys():
        tmp_SetComp0.add(self.ns[i[0]].update({'deviceWithNoDefRoute': device_with_defrt_per_vrfns[i] == devices_per_vrfns[i]}))
tmp_SetComp0",1,0,1,0
checkov,https://github.com/bridgecrewio/checkov/tree/master/tests/arm/checks/resource/test_AzureManagedDiscEncryption.py,TestAzureManagedDiscEncryption,test_summary$10,failed_check_resources = {c.resource for c in report.failed_checks},failed_check_resources = {c.resource for c in report.failed_checks},failed_check_resources = {c.resource for c in report.failed_checks},"failed_check_resources = set()
for c in report.failed_checks:
    failed_check_resources.add(c.resource)
",0,0,0,0
networkx,https://github.com/networkx/networkx/tree/master/networkx/algorithms/community/tests/test_label_propagation.py,,test_one_node$29,result = {frozenset(c) for c in communities},result = {frozenset(c) for c in communities},result = {frozenset(c) for c in communities},"result = set()
for c in communities:
    result.add(frozenset(c))
",0,0,0,0
codechecker,https://github.com/Ericsson/codechecker/tree/master/analyzer/tests/functional/suppress/test_suppress.py,TestSuppress,test_source_suppress_export$35,{print(elem) for elem in diff},{print(elem) for elem in diff},{print(elem) for elem in diff},"tmp_SetComp0 = set()
for elem in diff:
    tmp_SetComp0.add(print(elem))
tmp_SetComp0",1,1,1,0
