repo_name,file_html,cl,me,complicate_code,simple_code
checkmk,https://github.com/tribe29/checkmk/tree/master/cmk/gui/plugins/views/layouts.py,LayoutTable,render$556,"for (index, row) in rows_with_ids:
    if group_cells:
        this_group = group_value(row, group_cells)
        if this_group != last_group:
            if column != 1:
                for _i in range(column - 1, num_columns):
                    html.td('', class_='gap')
                    html.td('', class_='fillup', colspan=num_cells)
                html.close_tr()
                column = 1
            group_open = True
            visible_row_number = 0
            header_is_empty = True
            for cell in group_cells:
                (_tdclass, content) = cell.render(row)
                if content:
                    header_is_empty = False
                    break
            if not header_is_empty:
                html.open_tr(class_='groupheader')
                html.open_td(class_='groupheader', colspan=num_cells * (num_columns + 2) + (num_columns - 1))
                html.open_table(class_='groupheader', cellspacing='0', cellpadding='0', border='0')
                html.open_tr()
                painted = False
                for cell in group_cells:
                    if painted:
                        html.td(',&nbsp;')
                    painted = cell.paint(row)
                html.close_tr()
                html.close_table()
                html.close_td()
                html.close_tr()
                odd = 'odd'
            if view.get('column_headers') != 'off':
                self._show_header_line(cells, num_columns, show_checkboxes)
            last_group = this_group
    if column >= num_columns + 1:
        html.close_tr()
        column = 1
    if column == 1:
        if view.get('column_headers') == 'repeat':
            if visible_row_number > 0 and visible_row_number % repeat_heading_every == 0:
                self._show_header_line(cells, num_columns, show_checkboxes)
        visible_row_number += 1
        if num_columns == 1:
            if not row.get('service_description'):
                state = row.get('host_state', 0)
                if state > 0:
                    state += 1
            else:
                state = row.get('service_state', 0)
        else:
            state = 0
        if index in groups:
            (group_spec, num_grouped_rows) = groups[index]
            group_hidden = grouped_row_title(index, group_spec, num_grouped_rows, odd, num_cells)
            odd = 'even' if odd == 'odd' else 'odd'
        css_classes = []
        hide = ''
        if num_grouped_rows > 0:
            num_grouped_rows -= 1
            if group_hidden:
                hide = 'display:none'
        if group_hidden is not None and num_grouped_rows == 0:
            css_classes.append('group_end')
            group_hidden = None
        odd = 'even' if odd == 'odd' else 'odd'
        if num_columns > 1:
            css_classes.append('multicolumn')
        css_classes += ['%s%d' % (odd, state)]
        html.open_tr(class_=['data'] + css_classes, style=hide)
    else:
        html.open_td(class_='gap')
        html.close_td()
    if show_checkboxes:
        render_checkbox_td(view, row, num_cells)
    for cell in cells:
        cell.paint(row)
    column += 1","for e_target in rows_with_ids:
    row = e_target[1]
    index = e_target[0]
    if group_cells:
        this_group = group_value(row, group_cells)
        if this_group != last_group:
            if column != 1:
                for _i in range(column - 1, num_columns):
                    html.td('', class_='gap')
                    html.td('', class_='fillup', colspan=num_cells)
                html.close_tr()
                column = 1
            group_open = True
            visible_row_number = 0
            header_is_empty = True
            for cell in group_cells:
                (_tdclass, content) = cell.render(row)
                if content:
                    header_is_empty = False
                    break
            if not header_is_empty:
                html.open_tr(class_='groupheader')
                html.open_td(class_='groupheader', colspan=num_cells * (num_columns + 2) + (num_columns - 1))
                html.open_table(class_='groupheader', cellspacing='0', cellpadding='0', border='0')
                html.open_tr()
                painted = False
                for cell in group_cells:
                    if painted:
                        html.td(',&nbsp;')
                    painted = cell.paint(row)
                html.close_tr()
                html.close_table()
                html.close_td()
                html.close_tr()
                odd = 'odd'
            if view.get('column_headers') != 'off':
                self._show_header_line(cells, num_columns, show_checkboxes)
            last_group = this_group
    if column >= num_columns + 1:
        html.close_tr()
        column = 1
    if column == 1:
        if view.get('column_headers') == 'repeat':
            if visible_row_number > 0 and visible_row_number % repeat_heading_every == 0:
                self._show_header_line(cells, num_columns, show_checkboxes)
        visible_row_number += 1
        if num_columns == 1:
            if not row.get('service_description'):
                state = row.get('host_state', 0)
                if state > 0:
                    state += 1
            else:
                state = row.get('service_state', 0)
        else:
            state = 0
        if index in groups:
            (group_spec, num_grouped_rows) = groups[index]
            group_hidden = grouped_row_title(index, group_spec, num_grouped_rows, odd, num_cells)
            odd = 'even' if odd == 'odd' else 'odd'
        css_classes = []
        hide = ''
        if num_grouped_rows > 0:
            num_grouped_rows -= 1
            if group_hidden:
                hide = 'display:none'
        if group_hidden is not None and num_grouped_rows == 0:
            css_classes.append('group_end')
            group_hidden = None
        odd = 'even' if odd == 'odd' else 'odd'
        if num_columns > 1:
            css_classes.append('multicolumn')
        css_classes += ['%s%d' % (odd, state)]
        html.open_tr(class_=['data'] + css_classes, style=hide)
    else:
        html.open_td(class_='gap')
        html.close_td()
    if show_checkboxes:
        render_checkbox_td(view, row, num_cells)
    for cell in cells:
        cell.paint(row)
    column += 1"
scipy,https://github.com/scipy/scipy/tree/master/scipy/sparse/linalg/tests/test_norm.py,TestNorm,test_vector_norm$43,"for (m, a) in ((self.b, 0), (self.b.T, 1)):
    for axis in (a, (a,), a - 2, (a - 2,)):
        assert_allclose(spnorm(m, 1, axis=axis), [7, 6, 7])
        assert_allclose(spnorm(m, np.inf, axis=axis), [4, 3, 4])
        assert_allclose(spnorm(m, axis=axis), v)
        assert_allclose(spnorm(m, ord=2, axis=axis), v)
        assert_allclose(spnorm(m, ord=None, axis=axis), v)","for e_target in ((self.b, 0), (self.b.T, 1)):
    a = e_target[1]
    m = e_target[0]
    for axis in (a, (a,), a - 2, (a - 2,)):
        assert_allclose(spnorm(m, 1, axis=axis), [7, 6, 7])
        assert_allclose(spnorm(m, np.inf, axis=axis), [4, 3, 4])
        assert_allclose(spnorm(m, axis=axis), v)
        assert_allclose(spnorm(m, ord=2, axis=axis), v)
        assert_allclose(spnorm(m, ord=None, axis=axis), v)"
couler,https://github.com/couler-proj/couler/tree/master/couler/core/proto_repr.py,,add_deps_to_step$191,"for (i, step) in enumerate(proto_wf.steps):
    if step.steps[0].name == step_name:
        step_id = i
        break","for e_target in enumerate(proto_wf.steps):
    step = e_target[1]
    i = e_target[0]
    if step.steps[0].name == step_name:
        step_id = i
        break"
nltk,https://github.com/nltk/nltk/tree/master/nltk/sentiment/vader.py,SentimentIntensityAnalyzer,_but_check$453,"for (sidx, sentiment) in enumerate(sentiments):
    if sidx < bi:
        sentiments[sidx] = sentiment * 0.5
    elif sidx > bi:
        sentiments[sidx] = sentiment * 1.5","for e_target in enumerate(sentiments):
    sentiment = e_target[1]
    sidx = e_target[0]
    if sidx < bi:
        sentiments[sidx] = sentiment * 0.5
    elif sidx > bi:
        sentiments[sidx] = sentiment * 1.5"
espnet,https://github.com/espnet/espnet/tree/master/espnet/nets/pytorch_backend/e2e_st_transformer.py,E2E,calculate_all_ctc_probs$563,"for (name, m) in self.named_modules():
    if isinstance(m, CTC) and m.probs is not None:
        ret = m.probs.cpu().numpy()","for e_target in self.named_modules():
    m = e_target[1]
    name = e_target[0]
    if isinstance(m, CTC) and m.probs is not None:
        ret = m.probs.cpu().numpy()"
pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt/tree/master/pytorch_toolbelt/modules/backbone/wider_resnet.py,WiderResNetA2,__init__$171,"for (mod_id, num) in enumerate(structure):
    blocks = []
    for block_id in range(num):
        if not dilation:
            dil = 1
            stride = 2 if block_id == 0 and 2 <= mod_id <= 4 else 1
        else:
            if mod_id == 3:
                dil = 2
            elif mod_id > 3:
                dil = 4
            else:
                dil = 1
            stride = 2 if block_id == 0 and mod_id == 2 else 1
        if mod_id == 4:
            drop = partial(nn.Dropout2d, p=0.3)
        elif mod_id == 5:
            drop = partial(nn.Dropout2d, p=0.5)
        else:
            drop = None
        blocks.append(('block%d' % (block_id + 1), IdentityResidualBlock(in_channels, channels[mod_id], norm_act=norm_act, stride=stride, dilation=dil, dropout=drop)))
        in_channels = channels[mod_id][-1]
    if mod_id < 2:
        self.add_module('pool%d' % (mod_id + 2), nn.MaxPool2d(3, stride=2, padding=1))
    self.add_module('mod%d' % (mod_id + 2), nn.Sequential(OrderedDict(blocks)))","for e_target in enumerate(structure):
    num = e_target[1]
    mod_id = e_target[0]
    blocks = []
    for block_id in range(num):
        if not dilation:
            dil = 1
            stride = 2 if block_id == 0 and 2 <= mod_id <= 4 else 1
        else:
            if mod_id == 3:
                dil = 2
            elif mod_id > 3:
                dil = 4
            else:
                dil = 1
            stride = 2 if block_id == 0 and mod_id == 2 else 1
        if mod_id == 4:
            drop = partial(nn.Dropout2d, p=0.3)
        elif mod_id == 5:
            drop = partial(nn.Dropout2d, p=0.5)
        else:
            drop = None
        blocks.append(('block%d' % (block_id + 1), IdentityResidualBlock(in_channels, channels[mod_id], norm_act=norm_act, stride=stride, dilation=dil, dropout=drop)))
        in_channels = channels[mod_id][-1]
    if mod_id < 2:
        self.add_module('pool%d' % (mod_id + 2), nn.MaxPool2d(3, stride=2, padding=1))
    self.add_module('mod%d' % (mod_id + 2), nn.Sequential(OrderedDict(blocks)))"
python-for-android,https://github.com/kivy/python-for-android/tree/master/tests/recipes/test_python3.py,TestPython3Recipe,test_create_python_bundle$163,"for (n, (sp_call, kw)) in enumerate(mock_subprocess.call_args_list):
    self.assertEqual(sp_call[0][-1], expected_sp_paths[n])","for e_target in enumerate(mock_subprocess.call_args_list):
    kw = e_target[1][1]
    sp_call = e_target[1][0]
    n = e_target[0]
    self.assertEqual(sp_call[0][-1], expected_sp_paths[n])"
docassemble,https://github.com/jhpyle/docassemble/tree/master/docassemble_base/docassemble/base/parse.py,Question,__init__$1817,"for (key, value) in orig_data.items():
    data[key.lower()] = value","for e_target in orig_data.items():
    value = e_target[1]
    key = e_target[0]
    data[key.lower()] = value"
open-reid,https://github.com/Cysu/open-reid/tree/master/reid/trainers.py,BaseTrainer,train$18,"for (i, inputs) in enumerate(data_loader):
    data_time.update(time.time() - end)
    (inputs, targets) = self._parse_data(inputs)
    (loss, prec1) = self._forward(inputs, targets)
    losses.update(loss.data[0], targets.size(0))
    precisions.update(prec1, targets.size(0))
    optimizer.zero_grad()
    loss.backward()
    optimizer.step()
    batch_time.update(time.time() - end)
    end = time.time()
    if (i + 1) % print_freq == 0:
        print('Epoch: [{}][{}/{}]\tTime {:.3f} ({:.3f})\tData {:.3f} ({:.3f})\tLoss {:.3f} ({:.3f})\tPrec {:.2%} ({:.2%})\t'.format(epoch, i + 1, len(data_loader), batch_time.val, batch_time.avg, data_time.val, data_time.avg, losses.val, losses.avg, precisions.val, precisions.avg))","for e_target in enumerate(data_loader):
    inputs = e_target[1]
    i = e_target[0]
    data_time.update(time.time() - end)
    (inputs, targets) = self._parse_data(inputs)
    (loss, prec1) = self._forward(inputs, targets)
    losses.update(loss.data[0], targets.size(0))
    precisions.update(prec1, targets.size(0))
    optimizer.zero_grad()
    loss.backward()
    optimizer.step()
    batch_time.update(time.time() - end)
    end = time.time()
    if (i + 1) % print_freq == 0:
        print('Epoch: [{}][{}/{}]\tTime {:.3f} ({:.3f})\tData {:.3f} ({:.3f})\tLoss {:.3f} ({:.3f})\tPrec {:.2%} ({:.2%})\t'.format(epoch, i + 1, len(data_loader), batch_time.val, batch_time.avg, data_time.val, data_time.avg, losses.val, losses.avg, precisions.val, precisions.avg))"
django,https://github.com/django/django/tree/master/tests/gis_tests/geoapp/test_functions.py,GISFunctionsTests,test_scale$452,"for (c1, c2) in zip(r1.coords, r2.coords):
    self.assertAlmostEqual(c1[0] * xfac, c2[0], tol)
    self.assertAlmostEqual(c1[1] * yfac, c2[1], tol)","for e_target in zip(r1.coords, r2.coords):
    c2 = e_target[1]
    c1 = e_target[0]
    self.assertAlmostEqual(c1[0] * xfac, c2[0], tol)
    self.assertAlmostEqual(c1[1] * yfac, c2[1], tol)"
ottertune,https://github.com/cmu-db/ottertune/tree/master/server/analysis/cluster.py,KMeans,fit$98,"for (j, (row, label)) in enumerate(zip(member_rows, member_labels)):
    dists[j] = cdist(np.expand_dims(row, axis=0), centroid, 'euclidean').squeeze()
    dist_labels.append(label)","for e_target in enumerate(zip(member_rows, member_labels)):
    label = e_target[1][1]
    row = e_target[1][0]
    j = e_target[0]
    dists[j] = cdist(np.expand_dims(row, axis=0), centroid, 'euclidean').squeeze()
    dist_labels.append(label)"
thonny,https://github.com/thonny/thonny/tree/master/thonny/plugins/ast_view.py,AstView,_update$49,"for (field_key, field_value) in fields:
    _format(field_key, field_value, node_id)","for e_target in fields:
    field_value = e_target[1]
    field_key = e_target[0]
    _format(field_key, field_value, node_id)"
fonttools,https://github.com/fonttools/fonttools/tree/master/Lib/fontTools/misc/psOperators.py,PSOperators,ps_forall$489,"for (key, value) in obj.value.items():
    self.push(ps_name(key))
    self.push(value)
    self.call_procedure(proc)","for e_target in obj.value.items():
    value = e_target[1]
    key = e_target[0]
    self.push(ps_name(key))
    self.push(value)
    self.call_procedure(proc)"
cloud-inquisitor,https://github.com/RiotGames/cloud-inquisitor/tree/master/backend/cloud_inquisitor/plugins/types/resources.py,BaseResource,search$214,"for (prop_name, value) in properties.items():
    alias = aliased(ResourceProperty)
    qry = qry.join(alias, Resource.resource_id == alias.resource_id)
    if type(value) == list:
        where_clause = []
        for item in value:
            where_clause.append(alias.value == item)
        qry = qry.filter(and_(alias.name == prop_name, or_(*where_clause)).self_group())
    else:
        qry = qry.filter(and_(alias.name == prop_name, alias.value == value).self_group())","for e_target in properties.items():
    value = e_target[1]
    prop_name = e_target[0]
    alias = aliased(ResourceProperty)
    qry = qry.join(alias, Resource.resource_id == alias.resource_id)
    if type(value) == list:
        where_clause = []
        for item in value:
            where_clause.append(alias.value == item)
        qry = qry.filter(and_(alias.name == prop_name, or_(*where_clause)).self_group())
    else:
        qry = qry.filter(and_(alias.name == prop_name, alias.value == value).self_group())"
HyperGAN,https://github.com/HyperGAN/HyperGAN/tree/master/hypergan/layers/operation.py,Operation,forward$68,"for (layer, layer_name) in zip(self.layers, self.layer_names):
    if layer_name == 'self':
        layer_output = input
    elif isinstance(layer, hg.Layer):
        layer_output = layer(input, context)
    elif layer_name.split(' ')[0] == 'layer':
        layer_output = context[layer_name.split(' ')[1]]
    elif layer_name in context:
        layer_output = context[layer_name]
    else:
        layer_output = layer(input)
    if output is None:
        output = layer_output
    elif self.operation == '+':
        output = output + layer_output
    elif self.operation == '*':
        output = output * layer_output
    elif self.operation == 'cat':
        output = torch.cat([output, layer_output], 1)
    else:
        raise ValidationException('Unknown operation: ' + self.operation)","for e_target in zip(self.layers, self.layer_names):
    layer_name = e_target[1]
    layer = e_target[0]
    if layer_name == 'self':
        layer_output = input
    elif isinstance(layer, hg.Layer):
        layer_output = layer(input, context)
    elif layer_name.split(' ')[0] == 'layer':
        layer_output = context[layer_name.split(' ')[1]]
    elif layer_name in context:
        layer_output = context[layer_name]
    else:
        layer_output = layer(input)
    if output is None:
        output = layer_output
    elif self.operation == '+':
        output = output + layer_output
    elif self.operation == '*':
        output = output * layer_output
    elif self.operation == 'cat':
        output = torch.cat([output, layer_output], 1)
    else:
        raise ValidationException('Unknown operation: ' + self.operation)"
