repo_name,file_html,cl,me,code,complicate_code,has_break,,
sympy,https://github.com/sympy/sympy/tree/master/sympy/solvers/solvers.py,,_solve_system$1732,"for r in result:
    eq2 = eq.subs(r)
    if check and r:
        b = checksol(u, u, eq2, minimal=True)
        if b is not None:
            if b:
                newresult.append(r)
            else:
                bad_results.append(r)
            continue
    ok_syms = _ok_syms(eq2, sort=True)
    if not ok_syms:
        if r:
            newresult.append(r)
        break
    for s in ok_syms:
        try:
            soln = _solve(eq2, s, **flags)
        except NotImplementedError:
            continue
        for sol in soln:
            if got_s and any((ss in sol.free_symbols for ss in got_s)):
                continue
            rnew = r.copy()
            for (k, v) in r.items():
                rnew[k] = v.subs(s, sol)
            rnew[s] = sol
            iset = set(rnew.items())
            for i in newresult:
                if len(i) < len(iset) and (not set(i.items()) - iset):
                    break
            else:
                newresult.append(rnew)
        hit = True
        got_s.add(s)
    if not hit:
        raise NotImplementedError('could not solve %s' % eq2)
else:
    result = newresult
    for b in bad_results:
        if b in result:
            result.remove(b)","flag_else = 1

for r in result:
    eq2 = eq.subs(r)
    if check and r:
        b = checksol(u, u, eq2, minimal=True)
        if b is not None:
            if b:
                newresult.append(r)
            else:
                bad_results.append(r)
            continue
    ok_syms = _ok_syms(eq2, sort=True)
    if not ok_syms:
        if r:
            newresult.append(r)
        flag_else = 0
        break
    for s in ok_syms:
        try:
            soln = _solve(eq2, s, **flags)
        except NotImplementedError:
            continue
        for sol in soln:
            if got_s and any((ss in sol.free_symbols for ss in got_s)):
                continue
            rnew = r.copy()
            for (k, v) in r.items():
                rnew[k] = v.subs(s, sol)
            rnew[s] = sol
            iset = set(rnew.items())
            for i in newresult:
                if len(i) < len(iset) and (not set(i.items()) - iset):
                    break
            else:
                newresult.append(rnew)
        hit = True
        got_s.add(s)
    if not hit:
        raise NotImplementedError('could not solve %s' % eq2)
if flag_else:
    result = newresult
    for b in bad_results:
        if b in result:
            result.remove(b)",1,FALSE,
ProperTree,https://github.com/corpnewt/ProperTree/tree/master/Scripts/plistwindow.py,PlistWindow,oc_snapshot$1021,"for (kpath, ksubdirs, kfiles) in os.walk(os.path.join(path, name)):
    for kname in kfiles:
        if kname.lower() == 'info.plist':
            plist_full_path = os.path.join(kpath, kname)
            plist_rel_path = plist_full_path[len(os.path.join(path, name)):].replace('\\', '/').lstrip('/')
            break
    if plist_full_path:
        break
else:
    continue","flag_else = 1

for (kpath, ksubdirs, kfiles) in os.walk(os.path.join(path, name)):
    for kname in kfiles:
        if kname.lower() == 'info.plist':
            plist_full_path = os.path.join(kpath, kname)
            plist_rel_path = plist_full_path[len(os.path.join(path, name)):].replace('\\', '/').lstrip('/')
            break
    if plist_full_path:
        flag_else = 0
        break
if flag_else:
    continue",1,FALSE,
qqbot,https://github.com/pandolia/qqbot/tree/master/qqbot/qcontactdb/contactdb.py,ContactDB,List$133,"for tag in TAGS:
    if cinfo.startswith(tag):
        column = tag[:-1]
        cinfo = cinfo[len(tag):]
        break
    if cinfo.startswith(tag[:-1] + ':like:'):
        column = tag[:-1]
        cinfo = cinfo[len(tag) + 5:]
        if not cinfo:
            return []
        like = True
        break
else:
    if cinfo.startswith(':like:'):
        cinfo = cinfo[6:]
        if not cinfo:
            return []
        if cinfo.isdigit():
            column = 'qq'
        else:
            column = 'name'
        like = True
    else:
        column = 'name'","flag_else = 1

for tag in TAGS:
    if cinfo.startswith(tag):
        column = tag[:-1]
        cinfo = cinfo[len(tag):]
        flag_else = 0
        break
    if cinfo.startswith(tag[:-1] + ':like:'):
        column = tag[:-1]
        cinfo = cinfo[len(tag) + 5:]
        if not cinfo:
            return []
        like = True
        flag_else = 0
        break
if flag_else:
    if cinfo.startswith(':like:'):
        cinfo = cinfo[6:]
        if not cinfo:
            return []
        if cinfo.isdigit():
            column = 'qq'
        else:
            column = 'name'
        like = True
    else:
        column = 'name'",2,FALSE,
yt-dlp,https://github.com/yt-dlp/yt-dlp/tree/master/yt_dlp/extractor/afreecatv.py,AfreecaTVIE,_real_extract$225,"for _ in range(2):
    query = {'nTitleNo': video_id, 'nStationNo': station_id, 'nBbsNo': bbs_id}
    if partial_view:
        query['partialView'] = 'SKIP_ADULT'
    if adult_view:
        query['adultView'] = 'ADULT_VIEW'
    video_xml = self._download_xml('http://afbbs.afreecatv.com:8080/api/video/get_video_info.php', video_id, 'Downloading video info XML%s' % (' (skipping adult)' if partial_view else ''), video_id, headers={'Referer': url}, query=query)
    flag = xpath_text(video_xml, './track/flag', 'flag', default=None)
    if flag and flag == 'SUCCEED':
        break
    if flag == 'PARTIAL_ADULT':
        self.report_warning('In accordance with local laws and regulations, underage users are restricted from watching adult content. Only content suitable for all ages will be downloaded. Provide account credentials if you wish to download restricted content.')
        partial_view = True
        continue
    elif flag == 'ADULT':
        if not adult_view:
            adult_view = True
            continue
        error = 'Only users older than 19 are able to watch this video. Provide account credentials to download this content.'
    else:
        error = flag
    raise ExtractorError('%s said: %s' % (self.IE_NAME, error), expected=True)
else:
    raise ExtractorError('Unable to download video info')","flag_else = 1

for _ in range(2):
    query = {'nTitleNo': video_id, 'nStationNo': station_id, 'nBbsNo': bbs_id}
    if partial_view:
        query['partialView'] = 'SKIP_ADULT'
    if adult_view:
        query['adultView'] = 'ADULT_VIEW'
    video_xml = self._download_xml('http://afbbs.afreecatv.com:8080/api/video/get_video_info.php', video_id, 'Downloading video info XML%s' % (' (skipping adult)' if partial_view else ''), video_id, headers={'Referer': url}, query=query)
    flag = xpath_text(video_xml, './track/flag', 'flag', default=None)
    if flag and flag == 'SUCCEED':
        flag_else = 0
        break
    if flag == 'PARTIAL_ADULT':
        self.report_warning('In accordance with local laws and regulations, underage users are restricted from watching adult content. Only content suitable for all ages will be downloaded. Provide account credentials if you wish to download restricted content.')
        partial_view = True
        continue
    elif flag == 'ADULT':
        if not adult_view:
            adult_view = True
            continue
        error = 'Only users older than 19 are able to watch this video. Provide account credentials to download this content.'
    else:
        error = flag
    raise ExtractorError('%s said: %s' % (self.IE_NAME, error), expected=True)
if flag_else:
    raise ExtractorError('Unable to download video info')",1,FALSE,
TauonMusicBox,https://github.com/Taiko2k/TauonMusicBox/tree/master/t_modules/t_main.py,,regenerate_playlist$17365,"for result in search_over.results:
    if result[0] == 5:
        found_name = result[1]
        break
else:
    print('No folder search result found')
    continue","flag_else = 1

for result in search_over.results:
    if result[0] == 5:
        found_name = result[1]
        flag_else = 0
        break
if flag_else:
    print('No folder search result found')
    continue",1,FALSE,
PyExecJS,https://github.com/doloopwhile/PyExecJS/tree/master/execjs/_runtimes.py,,_find_runtime_by_name$52,"for (runtime_name, runtime) in _runtimes:
    if runtime_name.lower() == name.lower():
        break
else:
    raise exceptions.RuntimeUnavailableError('{name} runtime is not defined'.format(name=name))","flag_else = 1

for (runtime_name, runtime) in _runtimes:
    if runtime_name.lower() == name.lower():
        flag_else = 0
        break
if flag_else:
    raise exceptions.RuntimeUnavailableError('{name} runtime is not defined'.format(name=name))",1,FALSE,
patroni,https://github.com/zalando/patroni/tree/master/.github/workflows/install_deps.py,,setup_kubernetes$130,"for _ in range(0, 120):
    if subprocess.call(['wget', '-qO', '-', 'http://127.0.0.1:8080/'], stdout=devnull, stderr=devnull) == 0:
        break
    time.sleep(1)
else:
    print('localkube did not start')
    return 1","flag_else = 1

for _ in range(0, 120):
    if subprocess.call(['wget', '-qO', '-', 'http://127.0.0.1:8080/'], stdout=devnull, stderr=devnull) == 0:
        flag_else = 0
        break
    time.sleep(1)
if flag_else:
    print('localkube did not start')
    return 1",1,FALSE,
cupy,https://github.com/cupy/cupy/tree/master/cupy/_environment.py,,_preload_library$306,"for libpath in libpath_cands:
    if not os.path.exists(libpath):
        _log('Rejected candidate (not found): {}'.format(libpath))
        continue
    try:
        _log(f'Trying to load {libpath}')
        _preload_libs[lib][libpath] = ctypes.CDLL(libpath)
        _log('Loaded')
        break
    except Exception as e:
        e_type = type(e).__name__
        msg = f'CuPy failed to preload library ({libpath}): {e_type} ({e})'
        _log(msg)
        warnings.warn(msg)
else:
    _log('File {} could not be found'.format(filename))
    _log(f'Trying to load {filename} from default search path')
    try:
        _preload_libs[lib][filename] = ctypes.CDLL(filename)
        _log('Loaded')
    except Exception as e:
        _log(f'Library {lib} could not be preloaded: {e}')","flag_else = 1

for libpath in libpath_cands:
    if not os.path.exists(libpath):
        _log('Rejected candidate (not found): {}'.format(libpath))
        continue
    try:
        _log(f'Trying to load {libpath}')
        _preload_libs[lib][libpath] = ctypes.CDLL(libpath)
        _log('Loaded')
        flag_else = 0
        break
    except Exception as e:
        e_type = type(e).__name__
        msg = f'CuPy failed to preload library ({libpath}): {e_type} ({e})'
        _log(msg)
        warnings.warn(msg)
if flag_else:
    _log('File {} could not be found'.format(filename))
    _log(f'Trying to load {filename} from default search path')
    try:
        _preload_libs[lib][filename] = ctypes.CDLL(filename)
        _log('Loaded')
    except Exception as e:
        _log(f'Library {lib} could not be preloaded: {e}')",1,FALSE,
metaflow,https://github.com/Netflix/metaflow/tree/master/test/core/tests/catch_retry.py,CatchRetryTest,check_results$61,"for task in checker.artifact_dict(step.name, 'retry_with_catch').values():
    assert_equals(task['retry_with_catch'], 2)
    break
else:
    raise Exception(""No artifact 'retry_with_catch' in step '%s'"" % step.name)","flag_else = 1

for task in checker.artifact_dict(step.name, 'retry_with_catch').values():
    assert_equals(task['retry_with_catch'], 2)
    flag_else = 0
    break
if flag_else:
    raise Exception(""No artifact 'retry_with_catch' in step '%s'"" % step.name)",1,FALSE,
metaflow,https://github.com/Netflix/metaflow/tree/master/metaflow/metadata/metadata.py,MetadataProvider,_reconstruct_metadata_for_attempt$563,"for t in all_tags:
    match_result = attempt_id_re.match(t)
    if match_result:
        if int(match_result.group(1)) == attempt_id:
            post_filter.append(v)
        break
else:
    have_all_attempt_id = False","flag_else = 1

for t in all_tags:
    match_result = attempt_id_re.match(t)
    if match_result:
        if int(match_result.group(1)) == attempt_id:
            post_filter.append(v)
        flag_else = 0
        break
if flag_else:
    have_all_attempt_id = False",1,FALSE,
